,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
All Accounts Gain/Loss Detail,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Previous Year Realized Gain/Loss for All Accounts as of 06/04/26 06:42:01 PM,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Account Number,Name,Symbol,CUSIP,Quantity,Date Acquired,Holding Period,Date Sold,Unit Cost($),Wash Sale Cost Adj($),Total Cost($),Adjusted Cost($),Proceeds($),Realized Gain/Loss($),Realized Gain/Loss(%),Wash Sale Disallowed($),Covered Indicator,Wash Sale Indicator
Portfolio Management IRA - 7854,CVS HEALTH CORP COM,CVS,126650100,40,2022-06-16 00:00:00,Long,2025-10-06 00:00:00,89.905,0,3596.2,3596.2,3081.39,-514.81,-14.315388465602581,0,,
Portfolio Management IRA - 7854,CVS HEALTH CORP COM,CVS,126650100,5,2023-04-13 00:00:00,Long,2025-10-06 00:00:00,75.01,0,375.05,375.05,385.17,10.12,2.6983068924143447,0,,
Portfolio Management - 0827,CVS HEALTH CORP COM,CVS,126650100,135,2025-01-13 00:00:00,Short,2025-10-06 00:00:00,50.38452,0,6801.91,6801.91,10399.68,3597.77,52.89352549504477,0,C,
Portfolio Management - 0827,CVS HEALTH CORP COM,CVS,126650100,78,2025-01-13 00:00:00,Short,2025-06-09 00:00:00,50.38449,0,3929.99,3929.99,5010.03,1080.04,27.482003771001963,0,C,
Portfolio Management - 0827,EATON CORP PLC SHS,ETN,G29183103,23,2023-05-03 00:00:00,Long,2025-06-09 00:00:00,173.16478,0,3982.79,3982.79,7579.42,3596.63,90.30428418269604,0,C,
Portfolio Management IRA - 7852,ENERGY SEL SECT SPDR FD,XLE,81369Y506,5,2023-12-14 00:00:00,Long,2025-07-25 00:00:00,84.606,0,423.03,423.03,434.77,11.74,2.7752168876911805,0,,
Portfolio Management - 0827,EXXON MOBIL CORP,XOM,30231G102,85,2022-02-24 00:00:00,Long,2025-06-09 00:00:00,76.02682,0,6462.28,6462.28,8993.86,2531.58,39.17471852039837,0,C,
Portfolio Management IRA - 7350,FIRSTENERGY CORP,FE,337932107,64,2022-12-02 00:00:00,Long,2025-12-09 00:00:00,41.45313,0,2653,2653,2897.92,244.92,9.231813041839427,0,,
Portfolio Management IRA - 7350,FIRSTENERGY CORP,FE,337932107,4,2023-04-13 00:00:00,Long,2025-12-09 00:00:00,41.11,0,164.44,164.44,181.12,16.68,10.143517392361954,0,,
Portfolio Management IRA - 7852,FIRSTENERGY CORP,FE,337932107,14,2025-07-25 00:00:00,Short,2025-12-09 00:00:00,41.70857,0,583.92,583.92,633.92,50,8.562816824222496,0,,
Portfolio Management IRA - 7854,FIRSTENERGY CORP,FE,337932107,116,2025-08-04 00:00:00,Short,2025-12-09 00:00:00,43.615,0,5059.34,5059.34,5252.48,193.14,3.8174939814284077,0,,
Portfolio Management IRA - 7854,FIRSTENERGY CORP,FE,337932107,413,2022-12-02 00:00:00,Long,2025-12-09 00:00:00,41.4532,0,17120.17,17120.17,18700.64,1580.47,9.231625620539981,0,,
Portfolio Management IRA - 7854,FIRSTENERGY CORP,FE,337932107,8,2023-04-13 00:00:00,Long,2025-12-09 00:00:00,41.15625,0,329.25,329.25,362.24,32.99,10.01974183750949,0,,
Portfolio Management - 0827,FIRSTENERGY CORP,FE,337932107,228,2022-12-02 00:00:00,Long,2025-12-09 00:00:00,39.8732,0,9091.09,9091.09,10323.84,1232.75,13.559980156394888,0,C,
Portfolio Management - 0827,FIRSTENERGY CORP,FE,337932107,37,2022-12-02 00:00:00,Long,2025-11-05 00:00:00,39.87324,0,1475.31,1475.31,1695.52,220.21,14.926354461096313,0,C,
Portfolio Management - 0827,FIRSTENERGY CORP,FE,337932107,152,2022-12-02 00:00:00,Long,2025-06-09 00:00:00,39.87316,0,6060.72,6060.72,6151.44,90.72,1.4968518591850475,0,C,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,502.119,2023-10-05 00:00:00,Long,2025-10-01 00:00:00,23.55999,0,11829.92,11829.92,12417.4,587.48,4.966052179558273,0,C,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,1380.629,2023-10-17 00:00:00,Long,2025-10-01 00:00:00,23.49,0,32430.97,32430.97,34142.95,1711.98,5.278843031830377,0,C,
Portfolio Management IRA - 7854,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,1707.747,2023-10-05 00:00:00,Long,2025-08-04 00:00:00,23.56,0,40234.52,40234.52,42113.05,1878.53,4.668950940635057,0,,
Portfolio Management IRA - 7852,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,43.188,2023-10-05 00:00:00,Long,2025-07-25 00:00:00,23.56002,0,1017.51,1017.51,1060.69,43.18,4.243692936678755,0,,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,1093.99,2023-10-05 00:00:00,Long,2025-06-09 00:00:00,23.56001,0,25774.41,25774.41,26791.81,1017.4,3.9473260493644666,0,C,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,264.753,2023-10-05 00:00:00,Long,2025-05-29 00:00:00,23.56,0,6237.58,6237.58,6489.1,251.52,4.032333052241414,0,C,
Portfolio Management IRA - 7350,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,244.676,2023-10-05 00:00:00,Long,2025-04-09 00:00:00,23.56001,0,5764.57,5764.57,5979.88,215.31,3.7350574283944855,0,,
Portfolio Management IRA - 7854,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,1590.475,2023-10-05 00:00:00,Long,2025-04-09 00:00:00,23.56001,0,37471.6,37471.6,38871.22,1399.62,3.7351487526553444,0,,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,1370.87,2023-10-05 00:00:00,Long,2025-04-09 00:00:00,23.55999,0,32297.69,32297.69,33504.07,1206.38,3.7351897302872126,0,C,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,15.3,2023-10-31 00:00:00,Long,2025-10-01 00:00:00,23.51046,0,359.71,359.71,378.37,18.66,5.187512162575408,0,C,
Portfolio Management IRA - 7852,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,0.306,2023-10-31 00:00:00,Long,2025-07-25 00:00:00,23.49673,0,7.19,7.19,7.52,0.33,4.58970792767733,0,,
Portfolio Management IRA - 7852,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,0.352,2023-11-30 00:00:00,Long,2025-07-25 00:00:00,23.80682,0,8.38,8.38,8.64,0.26,3.1026252983293556,0,,
Portfolio Management IRA - 7852,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,0.365,2023-12-29 00:00:00,Long,2025-07-25 00:00:00,24.0274,0,8.77,8.77,8.97,0.2,2.280501710376283,0,,
Portfolio Management IRA - 7852,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,0.278,2024-01-31 00:00:00,Long,2025-07-25 00:00:00,24.17266,0,6.72,6.72,6.83,0.11,1.636904761904762,0,,
Portfolio Management IRA - 7852,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,0.28,2024-02-29 00:00:00,Long,2025-07-25 00:00:00,24,0,6.72,6.72,6.87,0.15,2.232142857142857,0,,
Portfolio Management IRA - 7852,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,0.296,2024-03-28 00:00:00,Long,2025-07-25 00:00:00,24.08784,0,7.13,7.13,7.27,0.14,1.9635343618513323,0,,
Portfolio Management IRA - 7852,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,0.297,2024-04-30 00:00:00,Long,2025-07-25 00:00:00,23.97306,0,7.12,7.12,7.3,0.18,2.528089887640449,0,,
Portfolio Management IRA - 7852,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,0.252,2024-05-31 00:00:00,Long,2025-07-25 00:00:00,24.0873,0,6.07,6.07,6.19,0.12,1.9769357495881383,0,,
Portfolio Management IRA - 7852,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,0.165,2024-06-28 00:00:00,Long,2025-07-25 00:00:00,24.12121,0,3.98,3.98,4.05,0.07,1.7587939698492463,0,,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,20.544,2023-11-30 00:00:00,Long,2025-04-09 00:00:00,23.77969,0,488.53,488.53,502.1,13.57,2.777720917855608,0,C,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,21.228,2023-12-29 00:00:00,Long,2025-04-09 00:00:00,24.05973,0,510.74,510.74,518.81,8.07,1.5800603046559893,0,C,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,16.252,2024-01-31 00:00:00,Long,2025-04-09 00:00:00,24.1398,0,392.32,392.32,397.2,4.88,1.2438825448613378,0,C,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,16.267,2024-02-29 00:00:00,Long,2025-04-09 00:00:00,24.01979,0,390.73,390.73,397.56,6.83,1.7480101348757455,0,C,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,17.224,2024-03-28 00:00:00,Long,2025-04-09 00:00:00,24.10009,0,415.1,415.1,420.96,5.86,1.4117080221633342,0,C,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,7.793,2024-11-12 00:00:00,Short,2025-10-01 00:00:00,24.89927,2.02,194.04,194.04,192.72,-1.32,-0.6802721088435374,0,C,H
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,7.22,2025-07-31 00:00:00,Short,2025-10-01 00:00:00,24.55125,0,177.26,177.26,178.55,1.29,0.7277445560194066,0,C,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,7.554,2025-08-29 00:00:00,Short,2025-10-01 00:00:00,24.68891,0,186.5,186.5,186.81,0.31,0.16621983914209115,0,C,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,7.092,2025-09-30 00:00:00,Short,2025-10-01 00:00:00,24.69966,0,175.17,175.17,175.39,0.22,0.1255922817834104,0,C,
Portfolio Management IRA - 7852,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,0.167,2024-07-31 00:00:00,Short,2025-07-25 00:00:00,24.37126,0,4.07,4.07,4.1,0.03,0.7371007371007372,0,,
Portfolio Management IRA - 7852,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,0.177,2024-08-30 00:00:00,Short,2025-07-25 00:00:00,24.46328,0,4.33,4.33,4.35,0.02,0.4618937644341802,0,,
Portfolio Management IRA - 7852,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,0.161,2024-09-30 00:00:00,Short,2025-07-25 00:00:00,24.53416,0,3.95,3.95,3.95,0,0,0,,
Portfolio Management IRA - 7852,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,0.172,2024-10-31 00:00:00,Short,2025-07-25 00:00:00,24.36047,0,4.19,4.19,4.23,0.04,0.9546539379474941,0,,
Portfolio Management IRA - 7852,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,0.173,2024-11-29 00:00:00,Short,2025-07-25 00:00:00,24.45087,0,4.23,4.23,4.24,0.01,0.2364066193853428,0,,
Portfolio Management IRA - 7852,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,0.169,2024-12-31 00:00:00,Short,2025-07-25 00:00:00,24.3787,0,4.12,4.12,4.15,0.03,0.7281553398058254,0,,
Portfolio Management IRA - 7852,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,0.168,2025-01-31 00:00:00,Short,2025-07-25 00:00:00,24.40476,0,4.1,4.1,4.13,0.03,0.7317073170731708,0,,
Portfolio Management IRA - 7852,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,0.151,2025-02-28 00:00:00,Short,2025-07-25 00:00:00,24.50331,0,3.7,3.7,3.71,0.01,0.27027027027027023,0,,
Portfolio Management IRA - 7852,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,0.171,2025-03-31 00:00:00,Short,2025-07-25 00:00:00,24.5614,0,4.2,4.2,4.2,0,0,0,,
Portfolio Management IRA - 7852,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,0.17,2025-04-30 00:00:00,Short,2025-07-25 00:00:00,24.64706,0,4.19,4.19,4.17,-0.02,-0.47732696897374705,0,,
Portfolio Management IRA - 7852,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,0.181,2025-05-30 00:00:00,Short,2025-07-25 00:00:00,24.53039,0,4.44,4.44,4.45,0.01,0.22522522522522523,0,,
Portfolio Management IRA - 7852,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,0.169,2025-06-30 00:00:00,Short,2025-07-25 00:00:00,24.61538,0,4.16,4.16,4.15,-0.01,-0.2403846153846154,0,,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,4.592,2024-10-22 00:00:00,Short,2025-06-09 00:00:00,24.74956,1.05,113.65,113.65,112.46,-1.19,-1.0470743510778708,0,C,H
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,7.795,2024-10-22 00:00:00,Short,2025-06-09 00:00:00,24.7492,1.79,192.92,192.92,190.9,-2.02,-1.047066141405764,2.02,C,"W,H"
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,1.046,2024-10-21 00:00:00,Short,2025-05-29 00:00:00,24.73231,0.17,25.87,25.87,25.63,-0.24,-0.9277155005798222,0,C,H
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,12.373,2024-10-21 00:00:00,Short,2025-05-29 00:00:00,24.74016,1.97,306.11,306.11,303.27,-2.84,-0.9277710626898827,2.84,C,"W,H"
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,17.322,2024-04-30 00:00:00,Short,2025-04-09 00:00:00,23.95047,0,414.87,414.87,423.35,8.48,2.0440137874514908,0,C,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,20.162,2024-05-31 00:00:00,Short,2025-04-09 00:00:00,24.08045,0,485.51,485.51,492.76,7.25,1.4932751127680173,0,C,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,17.144,2024-06-28 00:00:00,Short,2025-04-09 00:00:00,24.15014,0,414.03,414.03,419,4.97,1.2003961065623263,0,C,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,17.448,2024-07-31 00:00:00,Short,2025-04-09 00:00:00,24.32944,0,424.5,424.5,426.43,1.93,0.4546525323910483,0,C,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,18.473,2024-08-30 00:00:00,Short,2025-04-09 00:00:00,24.46977,0,452.03,452.03,451.48,-0.55,-0.12167334026502666,0,C,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,3.322,2024-09-30 00:00:00,Short,2025-04-09 00:00:00,24.59663,0,81.71,81.71,81.18,-0.53,-0.6486354179415005,0,C,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,13.411,2024-09-30 00:00:00,Short,2025-04-09 00:00:00,24.59996,0,329.91,329.91,327.77,-2.14,-0.6486617562365493,2.14,C,W
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,17.82,2024-10-31 00:00:00,Short,2025-04-09 00:00:00,24.40067,0,434.82,434.82,435.52,0.7,0.16098615519065362,0,C,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,17.969,2024-11-29 00:00:00,Short,2025-04-09 00:00:00,24.44933,0,439.33,439.33,439.17,-0.16,-0.036419092709352875,0,C,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,17.54,2024-12-31 00:00:00,Short,2025-04-09 00:00:00,24.40023,0,427.98,427.98,428.67,0.69,0.16122248703210432,0,C,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,17.535,2025-01-31 00:00:00,Short,2025-04-09 00:00:00,24.44996,0,428.73,428.73,428.55,-0.18,-0.041984465747673366,0,C,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,15.788,2025-02-28 00:00:00,Short,2025-04-09 00:00:00,24.55979,0,387.75,387.75,385.86,-1.89,-0.4874274661508704,0,C,
Portfolio Management - 0827,GUGGENHEIM LIMITED DURATION I,GILHX,40168W483,17.841,2025-03-31 00:00:00,Short,2025-04-09 00:00:00,24.53954,0,437.81,437.81,436.04,-1.77,-0.4042849637970809,0,C,
Portfolio Management IRA - 7350,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,15.571,2016-09-29 00:00:00,Long,2025-11-10 00:00:00,27.30011,0,425.09,425.09,376.66,-48.43,-11.392881507445482,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,6.76,2018-04-13 00:00:00,Long,2025-07-25 00:00:00,26.90089,0,181.85,181.85,160.62,-21.23,-11.674456970030244,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,1.255,2019-01-16 00:00:00,Long,2025-07-25 00:00:00,26.50996,0,33.27,33.27,29.81,-3.46,-10.399759543131951,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,3.328,2019-03-25 00:00:00,Long,2025-07-25 00:00:00,26.79087,0,89.16,89.16,79.07,-10.09,-11.316733961417675,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,6.642,2021-01-20 00:00:00,Long,2025-07-25 00:00:00,29.49864,0,195.93,195.93,157.82,-38.11,-19.4508242739754,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,8.403,2022-03-24 00:00:00,Long,2025-07-25 00:00:00,26.35844,0,221.49,221.49,199.65,-21.84,-9.86049031558987,0,,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,499.137,2019-01-16 00:00:00,Long,2025-07-24 00:00:00,26.51002,0,13232.13,13232.13,11839.53,-1392.6,-10.524382695756467,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,6.731,2019-01-16 00:00:00,Long,2025-07-24 00:00:00,26.51018,0,178.44,178.44,159.66,-18.78,-10.524546065904506,18.78,C,W
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,848.771,2022-09-06 00:00:00,Long,2025-07-24 00:00:00,24.06,0,20421.43,20421.43,20132.86,-288.57,-1.4130744027230218,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,1.915,2016-09-06 00:00:00,Long,2025-06-09 00:00:00,27.28982,0,52.26,52.26,45.06,-7.2,-13.777267508610791,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,159.819,2016-10-03 00:00:00,Long,2025-06-09 00:00:00,27.24995,0,4355.06,4355.06,3760.54,-594.52,-13.651247055149641,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,57.427,2017-04-24 00:00:00,Long,2025-06-09 00:00:00,26.85009,0,1541.92,1541.92,1351.26,-190.66,-12.365103247898723,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,88.941,2017-05-22 00:00:00,Long,2025-06-09 00:00:00,26.90997,0,2393.4,2393.4,2092.78,-300.62,-12.56037436283112,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,101.063,2017-07-25 00:00:00,Long,2025-06-09 00:00:00,26.95012,0,2723.66,2723.66,2378.01,-345.65,-12.690644206692467,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,108.103,2019-03-11 00:00:00,Long,2025-06-09 00:00:00,26.57003,0,2872.3,2872.3,2543.66,-328.64,-11.441701772099014,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,74.538,2019-03-25 00:00:00,Long,2025-06-09 00:00:00,26.78983,0,1996.86,1996.86,1753.88,-242.98,-12.168103923159359,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,101.185,2020-01-07 00:00:00,Long,2025-06-09 00:00:00,27.2401,0,2756.29,2756.29,2380.88,-375.41,-13.62011979871494,0,C,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.089,2018-04-30 00:00:00,Long,2025-07-25 00:00:00,26.74157,0,2.38,2.38,2.11,-0.27,-11.344537815126051,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.094,2018-05-31 00:00:00,Long,2025-07-25 00:00:00,26.91489,0,2.53,2.53,2.24,-0.29,-11.462450592885377,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.089,2018-06-29 00:00:00,Long,2025-07-25 00:00:00,26.96629,0,2.4,2.4,2.11,-0.29,-12.083333333333332,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.087,2018-07-31 00:00:00,Long,2025-07-25 00:00:00,26.89655,0,2.34,2.34,2.07,-0.27,-11.538461538461538,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.09,2018-08-31 00:00:00,Long,2025-07-25 00:00:00,26.77778,0,2.41,2.41,2.14,-0.27,-11.203319502074688,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.082,2018-09-28 00:00:00,Long,2025-07-25 00:00:00,26.70732,0,2.19,2.19,1.95,-0.24,-10.95890410958904,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.065,2018-10-31 00:00:00,Long,2025-07-25 00:00:00,26.61538,0,1.73,1.73,1.54,-0.19,-10.982658959537572,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.056,2018-11-30 00:00:00,Long,2025-07-25 00:00:00,26.42857,0,1.48,1.48,1.33,-0.15,-10.135135135135135,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.012,2018-12-20 00:00:00,Long,2025-07-25 00:00:00,27.5,0,0.33,0.33,0.29,-0.04,-12.121212121212123,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.1,2018-12-20 00:00:00,Long,2025-07-25 00:00:00,26.5,0,2.65,2.65,2.37,-0.28,-10.566037735849056,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.041,2018-12-31 00:00:00,Long,2025-07-25 00:00:00,26.82927,0,1.1,1.1,0.98,-0.12,-10.909090909090908,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.055,2019-01-31 00:00:00,Long,2025-07-25 00:00:00,26.36364,0,1.45,1.45,1.31,-0.14,-9.655172413793103,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.058,2019-02-28 00:00:00,Long,2025-07-25 00:00:00,26.72414,0,1.55,1.55,1.38,-0.17,-10.96774193548387,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.057,2019-03-29 00:00:00,Long,2025-07-25 00:00:00,26.84211,0,1.53,1.53,1.36,-0.17,-11.111111111111112,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.07,2019-04-30 00:00:00,Long,2025-07-25 00:00:00,26.85714,0,1.88,1.88,1.66,-0.22,-11.702127659574469,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.074,2019-05-31 00:00:00,Long,2025-07-25 00:00:00,27.16216,0,2.01,2.01,1.76,-0.25,-12.43781094527363,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.068,2019-06-28 00:00:00,Long,2025-07-25 00:00:00,27.35294,0,1.86,1.86,1.61,-0.25,-13.440860215053762,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.071,2019-07-31 00:00:00,Long,2025-07-25 00:00:00,27.32394,0,1.94,1.94,1.69,-0.25,-12.88659793814433,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.069,2019-08-30 00:00:00,Long,2025-07-25 00:00:00,27.82609,0,1.92,1.92,1.64,-0.28,-14.583333333333334,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.066,2019-09-30 00:00:00,Long,2025-07-25 00:00:00,27.42424,0,1.81,1.81,1.57,-0.24,-13.259668508287293,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.063,2019-10-31 00:00:00,Long,2025-07-25 00:00:00,27.46032,0,1.73,1.73,1.5,-0.23,-13.294797687861273,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.055,2019-11-29 00:00:00,Long,2025-07-25 00:00:00,27.45455,0,1.51,1.51,1.3,-0.21,-13.90728476821192,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.054,2019-12-31 00:00:00,Long,2025-07-25 00:00:00,27.22222,0,1.47,1.47,1.29,-0.18,-12.244897959183673,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.058,2020-01-31 00:00:00,Long,2025-07-25 00:00:00,27.75862,0,1.61,1.61,1.37,-0.24,-14.906832298136646,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.05,2020-02-28 00:00:00,Long,2025-07-25 00:00:00,28.2,0,1.41,1.41,1.19,-0.22,-15.602836879432623,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.046,2020-03-31 00:00:00,Long,2025-07-25 00:00:00,28.04348,0,1.29,1.29,1.09,-0.2,-15.503875968992249,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.03,2020-04-30 00:00:00,Long,2025-07-25 00:00:00,28,0,0.84,0.84,0.72,-0.12,-14.285714285714285,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.032,2020-05-29 00:00:00,Long,2025-07-25 00:00:00,28.4375,0,0.91,0.91,0.76,-0.15,-16.483516483516482,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.031,2020-06-30 00:00:00,Long,2025-07-25 00:00:00,29.35484,0,0.91,0.91,0.73,-0.18,-19.780219780219777,0,,
