,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
All Accounts Gain/Loss Detail,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Previous Year Realized Gain/Loss for All Accounts as of 06/04/26 06:42:01 PM,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Account Number,Name,Symbol,CUSIP,Quantity,Date Acquired,Holding Period,Date Sold,Unit Cost($),Wash Sale Cost Adj($),Total Cost($),Adjusted Cost($),Proceeds($),Realized Gain/Loss($),Realized Gain/Loss(%),Wash Sale Disallowed($),Covered Indicator,Wash Sale Indicator
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,8.711,2021-12-16 00:00:00,Long,2025-06-09 00:00:00,28.61899,0,249.3,249.3,204.97,-44.33,-17.781789009225832,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,5.092,2021-12-31 00:00:00,Long,2025-06-09 00:00:00,28.56049,0,145.43,145.43,119.82,-25.61,-17.60984666162415,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.896,2022-01-31 00:00:00,Long,2025-06-09 00:00:00,27.84109,0,136.31,136.31,115.21,-21.1,-15.479421905949671,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,4.894,2022-02-28 00:00:00,Long,2025-06-09 00:00:00,27.32121,0,133.71,133.71,115.16,-18.55,-13.8733079051679,0,C,
Portfolio Management - 0827,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,7.39,2016-09-01 00:00:00,Long,2025-06-09 00:00:00,27.24087,16.26,201.31,201.31,173.89,-27.42,-13.620783865679797,0,C,H
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.127,2024-07-31 00:00:00,Short,2025-07-25 00:00:00,23.85827,0,3.03,3.03,3.02,-0.01,-0.33003300330033003,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.13,2024-08-30 00:00:00,Short,2025-07-25 00:00:00,24.07692,0,3.13,3.13,3.09,-0.04,-1.2779552715654954,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.121,2024-09-30 00:00:00,Short,2025-07-25 00:00:00,24.29752,0,2.94,2.94,2.87,-0.07,-2.380952380952381,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.135,2024-10-31 00:00:00,Short,2025-07-25 00:00:00,23.7037,0,3.2,3.2,3.21,0.01,0.3125,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.133,2024-11-29 00:00:00,Short,2025-07-25 00:00:00,23.98496,0,3.19,3.19,3.16,-0.03,-0.9404388714733543,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.142,2024-12-31 00:00:00,Short,2025-07-25 00:00:00,23.38028,0,3.32,3.32,3.37,0.05,1.5060240963855422,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.136,2025-01-31 00:00:00,Short,2025-07-25 00:00:00,23.45588,0,3.19,3.19,3.23,0.04,1.2539184952978055,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.121,2025-02-28 00:00:00,Short,2025-07-25 00:00:00,23.96694,0,2.9,2.9,2.88,-0.02,-0.6896551724137931,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.142,2025-03-31 00:00:00,Short,2025-07-25 00:00:00,23.80282,0,3.38,3.38,3.37,-0.01,-0.2958579881656805,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.146,2025-04-30 00:00:00,Short,2025-07-25 00:00:00,23.83562,0,3.48,3.48,3.47,-0.01,-0.28735632183908044,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.157,2025-05-30 00:00:00,Short,2025-07-25 00:00:00,23.63057,0,3.71,3.71,3.73,0.02,0.5390835579514824,0,,
Portfolio Management IRA - 7852,GUGGENHEIM TOTAL RETURN BD I,GIBIX,40168W525,0.143,2025-06-30 00:00:00,Short,2025-07-25 00:00:00,23.98601,0,3.43,3.43,3.4,-0.03,-0.8746355685131196,0,,
Portfolio Management IRA - 7852,HEALTH CARE SEL SECT SPDR FD,XLV,81369Y209,2,2022-01-28 00:00:00,Long,2025-07-25 00:00:00,127.11,0,254.22,254.22,271.76,17.54,6.899535835103454,0,,
Portfolio Management IRA - 7852,HEALTH CARE SEL SECT SPDR FD,XLV,81369Y209,4,2022-12-05 00:00:00,Long,2025-07-25 00:00:00,139.005,0,556.02,556.02,543.52,-12.5,-2.248120571202475,0,,
Portfolio Management - 0827,HUBSPOT  INC.,HUBS,443573100,18,2024-07-17 00:00:00,Long,2025-10-01 00:00:00,480.09667,0,8641.74,8641.74,7720.55,-921.19,-10.659774536146656,0,C,
Portfolio Management - 0827,HUBSPOT  INC.,HUBS,443573100,10,2024-07-17 00:00:00,Short,2025-06-09 00:00:00,480.097,0,4800.97,4800.97,6030.1,1229.13,25.60170132285767,0,C,
Portfolio Management IRA - 7854,HUMANA INC,HUM,444859102,35,2021-05-20 00:00:00,Long,2025-08-04 00:00:00,442.62657,0,15491.93,15491.93,8593.19,-6898.74,-44.53118494596865,0,,
Portfolio Management IRA - 7852,INDUSTRIAL SEL SEC SPDR FD,XLI,81369Y704,10,2023-05-04 00:00:00,Long,2025-07-25 00:00:00,97.76,0,977.6,977.6,1541.12,563.52,57.64320785597381,0,,
Portfolio Management - 0827,ISHARES COHEN&STEERS REIT ETF,ICF,464287564,24,2016-09-06 00:00:00,Long,2025-01-13 00:00:00,54.14875,0,1299.57,1299.57,1397.6,98.03,7.543264310502705,0,C,
Portfolio Management - 0827,ISHARES COHEN&STEERS REIT ETF,ICF,464287564,6,2016-10-03 00:00:00,Long,2025-01-13 00:00:00,51.955,0,311.73,311.73,349.4,37.67,12.08417540820582,0,C,
Portfolio Management - 0827,ISHARES COHEN&STEERS REIT ETF,ICF,464287564,42,2017-03-20 00:00:00,Long,2025-01-13 00:00:00,49.78,0,2090.76,2090.76,2445.8,355.04,16.981384759608947,0,C,
Portfolio Management - 0827,ISHARES COHEN&STEERS REIT ETF,ICF,464287564,52,2017-04-24 00:00:00,Long,2025-01-13 00:00:00,50.4,0,2620.8,2620.8,3028.14,407.34,15.542582417582416,0,C,
Portfolio Management - 0827,ISHARES COHEN&STEERS REIT ETF,ICF,464287564,6,2017-05-22 00:00:00,Long,2025-01-13 00:00:00,50.15167,0,300.91,300.91,349.4,48.49,16.114452826426508,0,C,
Portfolio Management - 0827,ISHARES COHEN&STEERS REIT ETF,ICF,464287564,8,2017-07-25 00:00:00,Long,2025-01-13 00:00:00,50.5975,0,404.78,404.78,465.86,61.08,15.08967834379169,0,C,
Portfolio Management - 0827,ISHARES COHEN&STEERS REIT ETF,ICF,464287564,14,2018-09-26 00:00:00,Long,2025-01-13 00:00:00,49.705,0,695.87,695.87,815.27,119.4,17.158377283113225,0,C,
Portfolio Management - 0827,ISHARES COHEN&STEERS REIT ETF,ICF,464287564,20,2019-01-16 00:00:00,Long,2025-01-13 00:00:00,49.849,0,996.98,996.98,1164.67,167.69,16.819795783265462,0,C,
Portfolio Management - 0827,ISHARES COHEN&STEERS REIT ETF,ICF,464287564,10,2019-03-11 00:00:00,Long,2025-01-13 00:00:00,54.265,0,542.65,542.65,582.33,39.68,7.312263890168618,0,C,
Portfolio Management - 0827,ISHARES CORE U.S. AGGREGATE,AGG,464287226,345,2025-07-24 00:00:00,Short,2025-08-27 00:00:00,98.24591,0,33894.84,33894.84,34239.25,344.41,1.016113367108386,0,C,
Portfolio Management - 0827,ISHARES INC MSCI JAPAN ETF,EWJ,46434G822,7,2016-09-06 00:00:00,Long,2025-09-18 00:00:00,50.15,0,351.05,351.05,568.13,217.08,61.83734510753454,0,C,
Portfolio Management IRA - 7852,ISHARES INC MSCI JAPAN ETF,EWJ,46434G822,3,2018-01-17 00:00:00,Long,2025-07-25 00:00:00,63.84333,0,191.53,191.53,226.48,34.95,18.24779407925651,0,,
Portfolio Management IRA - 7852,ISHARES INC MSCI JAPAN ETF,EWJ,46434G822,2,2018-04-13 00:00:00,Long,2025-07-25 00:00:00,60.165,0,120.33,120.33,150.99,30.66,25.479930191972077,0,,
Portfolio Management - 0827,ISHARES INC MSCI JAPAN ETF,EWJ,46434G822,190,2025-04-09 00:00:00,Short,2025-06-09 00:00:00,61.65,0,11713.5,11713.5,14079.04,2365.54,20.194988688265674,0,C,
Portfolio Management - 0827,ISHARES INC MSCI JAPAN ETF,EWJ,46434G822,32,2017-06-19 00:00:00,Long,2025-06-09 00:00:00,54.41688,0,1741.34,1741.34,2371.21,629.87,36.17156902155811,0,C,
Portfolio Management - 0827,ISHARES INC MSCI JAPAN ETF,EWJ,46434G822,11,2017-07-25 00:00:00,Long,2025-06-09 00:00:00,54.23818,0,596.62,596.62,815.1,218.48,36.61962388119741,0,C,
Portfolio Management - 0827,ISHARES INC MSCI JAPAN ETF,EWJ,46434G822,122,2020-01-07 00:00:00,Long,2025-06-09 00:00:00,59.705,0,7284.01,7284.01,9040.22,1756.21,24.110483099281854,0,C,
Portfolio Management - 0827,ISHARES INC MSCI JAPAN ETF,EWJ,46434G822,27,2022-01-14 00:00:00,Long,2025-06-09 00:00:00,67.09778,0,1811.64,1811.64,2000.71,189.07,10.43640016780376,0,C,
Portfolio Management IRA - 7852,ISHARES MSCI EMU ETF,EZU,464286608,5,2018-04-13 00:00:00,Long,2025-07-25 00:00:00,44.426,0,222.13,222.13,299.71,77.58,34.925494080043215,0,,
Portfolio Management - 0827,ISHARES MSCI EMU ETF,EZU,464286608,119,2019-01-16 00:00:00,Long,2025-06-09 00:00:00,36.15992,0,4303.03,4303.03,7120.96,2817.93,65.48711024557115,0,C,
Portfolio Management - 0827,ISHARES MSCI EMU ETF,EZU,464286608,155,2019-03-11 00:00:00,Long,2025-06-09 00:00:00,38.20677,0,5922.05,5922.05,9275.2,3353.15,56.62144021073784,0,C,
Portfolio Management - 0827,ISHARES MSCI EMU ETF,EZU,464286608,81,2020-01-07 00:00:00,Long,2025-06-09 00:00:00,41.80506,0,3386.21,3386.21,4847.04,1460.83,43.14056127647134,0,C,
Portfolio Management - 0827,ISHARES MSCI INDIA ETF,INDA,46429B598,383,2025-05-06 00:00:00,Short,2025-10-01 00:00:00,53.81499,0,20611.14,20611.14,20074.95,-536.19,-2.601457270194662,0,C,
Portfolio Management IRA - 7852,ISHARES MSCI INDIA ETF,INDA,46429B598,9,2025-05-06 00:00:00,Short,2025-07-25 00:00:00,53.8,0,484.2,484.2,482.77,-1.43,-0.29533250722841803,0,,
Portfolio Management - 0827,ISHARES MSCI INDIA ETF,INDA,46429B598,223,2025-05-06 00:00:00,Short,2025-06-09 00:00:00,53.81502,0,12000.75,12000.75,12326.24,325.49,2.7122471512197155,0,C,
Portfolio Management IRA - 7852,ISHARES RUSSELL 1000 GRW ETF,IWF,464287614,2,2017-02-03 00:00:00,Long,2025-07-25 00:00:00,108.98,0,217.96,217.96,879.68,661.72,303.59699027344465,0,,
Portfolio Management IRA - 7852,ISHARES RUSSELL 1000 GRW ETF,IWF,464287614,5,2018-04-13 00:00:00,Long,2025-07-25 00:00:00,136.94,0,684.7,684.7,2199.2,1514.5,221.19176281583174,0,,
Portfolio Management IRA - 7852,ISHARES RUSSELL 1000 GRW ETF,IWF,464287614,4,2020-03-18 00:00:00,Long,2025-07-25 00:00:00,136.65,0,546.6,546.6,1759.36,1212.76,221.87339919502375,0,,
Portfolio Management IRA - 7852,ISHARES RUSSELL 1000 GRW ETF,IWF,464287614,1,2020-05-12 00:00:00,Long,2025-07-25 00:00:00,178.43,0,178.43,178.43,439.84,261.41,146.50563246090903,0,,
Portfolio Management IRA - 7852,ISHARES RUSSELL 1000 GRW ETF,IWF,464287614,1,2017-02-03 00:00:00,Long,2025-05-06 00:00:00,108.97,0,108.97,108.97,370.11,261.14,239.64393869872444,0,,
Portfolio Management IRA - 7852,ISHARES RUSSELL 1000 VALUE ETF,IWD,464287598,3,2018-04-13 00:00:00,Long,2025-07-25 00:00:00,120.71333,0,362.14,362.14,594.88,232.74,64.26796266637213,0,,
Portfolio Management IRA - 7852,ISHARES RUSSELL 1000 VALUE ETF,IWD,464287598,4,2018-07-30 00:00:00,Long,2025-07-25 00:00:00,125.0275,0,500.11,500.11,793.16,293.05,58.59710863610005,0,,
Portfolio Management IRA - 7852,ISHARES RUSSELL 1000 VALUE ETF,IWD,464287598,7,2018-10-02 00:00:00,Long,2025-07-25 00:00:00,127.31,0,891.17,891.17,1388.05,496.88,55.75591637959087,0,,
Portfolio Management IRA - 7852,ISHARES RUSSELL 1000 VALUE ETF,IWD,464287598,1,2019-04-10 00:00:00,Long,2025-07-25 00:00:00,125.29,0,125.29,125.29,198.29,73,58.264825604597334,0,,
Portfolio Management IRA - 7852,ISHARES RUSSELL 1000 VALUE ETF,IWD,464287598,1,2020-01-07 00:00:00,Long,2025-07-25 00:00:00,136.06,0,136.06,136.06,198.29,62.23,45.73717477583419,0,,
Portfolio Management IRA - 7852,ISHARES RUSSELL 1000 VALUE ETF,IWD,464287598,3,2020-03-18 00:00:00,Long,2025-07-25 00:00:00,92.83667,0,278.51,278.51,594.87,316.36,113.59017629528563,0,,
Portfolio Management IRA - 7852,ISHARES RUSSELL 1000 VALUE ETF,IWD,464287598,3,2021-01-20 00:00:00,Long,2025-07-25 00:00:00,141.48667,0,424.46,424.46,594.88,170.42,40.14983744051265,0,,
Portfolio Management IRA - 7852,ISHARES RUSSELL 1000 VALUE ETF,IWD,464287598,2,2017-02-03 00:00:00,Long,2025-05-06 00:00:00,113.24,0,226.48,226.48,365.65,139.17,61.44913458141999,0,,
Portfolio Management IRA - 7852,ISHARES RUSSELL 1000 VALUE ETF,IWD,464287598,2,2018-04-13 00:00:00,Long,2025-05-06 00:00:00,120.715,0,241.43,241.43,365.65,124.22,51.45176655759434,0,,
Portfolio Management - 0827,ISHARES RUSSELL 3000 ETF,IWV,464287689,117,2025-07-24 00:00:00,Short,2025-08-27 00:00:00,361.43197,0,42287.54,42287.54,42992.78,705.24,1.6677252921309682,0,C,
Portfolio Management IRA - 7854,ISHARES RUSSELL 3000 ETF,IWV,464287689,641,2025-07-02 00:00:00,Short,2025-08-04 00:00:00,350.9868,0,224982.54,224982.54,229287.62,4305.08,1.913517377837409,0,,
Portfolio Management - 0827,ISHARES RUSSELL 3000 ETF,IWV,464287689,349,2024-12-09 00:00:00,Short,2025-01-13 00:00:00,347.8694,0,121406.42,121406.42,115116.19,-6290.23,-5.1811345726198,0,C,
Portfolio Management - 0827,ISHARES RUSSELL MID-CAP ETF,IWR,464287499,41,2020-12-09 00:00:00,Long,2025-11-05 00:00:00,66.93976,0,2744.53,2744.53,3881.62,1137.09,41.431137571824685,0,C,
Portfolio Management - 0827,ISHARES RUSSELL MID-CAP ETF,IWR,464287499,151,2020-12-09 00:00:00,Long,2025-06-09 00:00:00,66.93993,0,10107.93,10107.93,13691.52,3583.59,35.45325303993993,0,C,
Portfolio Management - 0827,ISHARES RUSSELL MID-CAP ETF,IWR,464287499,157,2020-12-09 00:00:00,Long,2025-05-29 00:00:00,66.93987,0,10509.56,10509.56,13940.03,3430.47,32.64142361811531,0,C,
Portfolio Management IRA - 7852,ISHARES RUSSELL MIDCAP G ETF,IWP,464287481,1,2017-02-03 00:00:00,Long,2025-07-25 00:00:00,50.58,0,50.58,50.58,141.87,91.29,180.48635824436536,0,,
Portfolio Management - 0827,ISHARES RUSSELL MIDCAP G ETF,IWP,464287481,16,2017-06-19 00:00:00,Long,2025-06-09 00:00:00,54.65063,0,874.41,874.41,2173.11,1298.7,148.52300408275295,0,C,
Portfolio Management - 0827,ISHARES RUSSELL MIDCAP G ETF,IWP,464287481,18,2017-07-25 00:00:00,Long,2025-06-09 00:00:00,55.26389,0,994.75,994.75,2444.75,1450,145.76526765518975,0,C,
Portfolio Management - 0827,ISHARES RUSSELL MIDCAP G ETF,IWP,464287481,38,2018-09-26 00:00:00,Long,2025-06-09 00:00:00,67.73289,0,2573.85,2573.85,5161.14,2587.29,100.52217495192026,0,C,
Portfolio Management - 0827,ISHARES RUSSELL MIDCAP G ETF,IWP,464287481,12,2019-03-11 00:00:00,Long,2025-06-09 00:00:00,66.3025,0,795.63,795.63,1629.84,834.21,104.84898759473624,0,C,
Portfolio Management IRA - 7852,ISHARES RUSSELL MIDCAP V ETF,IWS,464287473,5,2017-02-03 00:00:00,Long,2025-07-25 00:00:00,82.184,0,410.92,410.92,682.98,272.06,66.20753431324832,0,,
Portfolio Management IRA - 7852,ISHARES RUSSELL MIDCAP V ETF,IWS,464287473,3,2018-04-13 00:00:00,Long,2025-07-25 00:00:00,86.51667,0,259.55,259.55,409.78,150.23,57.8809477942593,0,,
Portfolio Management IRA - 7852,ISHARES RUSSELL MIDCAP V ETF,IWS,464287473,1,2018-10-02 00:00:00,Long,2025-07-25 00:00:00,90.18,0,90.18,90.18,136.6,46.42,51.47482812153471,0,,
Portfolio Management - 0827,ISHARES RUSSELL MIDCAP V ETF,IWS,464287473,2,2017-06-19 00:00:00,Long,2025-06-09 00:00:00,84.7,0,169.4,169.4,261.18,91.78,54.179456906729634,0,C,
Portfolio Management - 0827,ISHARES RUSSELL MIDCAP V ETF,IWS,464287473,12,2017-07-25 00:00:00,Long,2025-06-09 00:00:00,85.43,0,1025.16,1025.16,1567.08,541.92,52.86199227437668,0,C,
Portfolio Management - 0827,ISHARES RUSSELL MIDCAP V ETF,IWS,464287473,85,2018-09-26 00:00:00,Long,2025-06-09 00:00:00,90.36529,0,7681.05,7681.05,11100.15,3419.1,44.51344542738297,0,C,
Portfolio Management - 0827,ISHARES RUSSELL MIDCAP V ETF,IWS,464287473,19,2019-03-11 00:00:00,Long,2025-06-09 00:00:00,86.09789,0,1635.86,1635.86,2481.21,845.35,51.67618255840964,0,C,
Portfolio Management IRA - 7350,JOHNSON & JOHNSON,JNJ,478160104,11,2020-03-18 00:00:00,Long,2025-12-09 00:00:00,132.69545,0,1459.65,1459.65,2225.19,765.54,52.446819443017155,0,,
Portfolio Management IRA - 7852,JOHNSON & JOHNSON,JNJ,478160104,2,2025-07-25 00:00:00,Short,2025-12-09 00:00:00,167.64,0,335.28,335.28,404.58,69.3,20.669291338582678,0,,
Portfolio Management IRA - 7854,JOHNSON & JOHNSON,JNJ,478160104,53,2025-08-04 00:00:00,Short,2025-12-09 00:00:00,169.45,0,8980.85,8980.85,10721.37,1740.52,19.3803481853054,0,,
Portfolio Management IRA - 7854,JOHNSON & JOHNSON,JNJ,478160104,50,2020-03-18 00:00:00,Long,2025-12-09 00:00:00,132.695,0,6634.75,6634.75,10114.5,3479.75,52.44734164814047,0,,
Portfolio Management IRA - 7854,JOHNSON & JOHNSON,JNJ,478160104,21,2020-05-12 00:00:00,Long,2025-12-09 00:00:00,149.3681,0,3136.73,3136.73,4248.09,1111.36,35.43052797021102,0,,
Portfolio Management IRA - 7854,JOHNSON & JOHNSON,JNJ,478160104,1,2023-04-13 00:00:00,Long,2025-12-09 00:00:00,164.66,0,164.66,164.66,202.29,37.63,22.853151949471638,0,,
Portfolio Management - 0827,JOHNSON & JOHNSON,JNJ,478160104,47,2020-03-18 00:00:00,Long,2025-12-09 00:00:00,132.69489,0,6236.66,6236.66,9507.63,3270.97,52.44746386687746,0,C,
Portfolio Management - 0827,JOHNSON & JOHNSON,JNJ,478160104,27,2020-03-18 00:00:00,Long,2025-06-09 00:00:00,132.69519,0,3582.77,3582.77,4209.3,626.53,17.487307306916158,0,C,
Portfolio Management - 0827,KNIGHT-SWIFT TRANSN HLDGS CL A,KNX,499049104,194,2025-08-27 00:00:00,Short,2025-10-01 00:00:00,44.44711,0,8622.74,8622.74,7564.82,-1057.92,-12.268953951992058,0,C,
Portfolio Management - 0827,KNIGHT-SWIFT TRANSN HLDGS CL A,KNX,499049104,150,2025-01-13 00:00:00,Short,2025-07-24 00:00:00,52.625,0,7893.75,7893.75,6924,-969.75,-12.28503562945368,0,C,
Portfolio Management - 0827,KNIGHT-SWIFT TRANSN HLDGS CL A,KNX,499049104,23,2025-01-13 00:00:00,Short,2025-06-09 00:00:00,52.62522,0,1210.38,1210.38,1030.61,-179.77,-14.852360415737207,0,C,
Portfolio Management - 0827,KNIGHT-SWIFT TRANSN HLDGS CL A,KNX,499049104,64,2023-12-14 00:00:00,Long,2025-06-09 00:00:00,57.56,0,3683.84,3683.84,2867.79,-816.05,-22.15215644544823,0,C,
Portfolio Management - 0827,LOWES COMPANIES INC,LOW,548661107,26,2022-09-06 00:00:00,Long,2025-06-09 00:00:00,193.90692,0,5041.58,5041.58,5843.78,802.2,15.911678481745803,0,C,
Portfolio Management - 0827,M&T BANK CORP,MTB,55261F104,6,2025-07-24 00:00:00,Short,2025-11-05 00:00:00,196.44333,0,1178.66,1178.66,1093.74,-84.92,-7.204791882307027,0,C,
Portfolio Management - 0827,M&T BANK CORP,MTB,55261F104,22,2024-10-10 00:00:00,Short,2025-10-01 00:00:00,177.84318,0,3912.55,3912.55,4308.92,396.37,10.130733153569922,0,C,
Portfolio Management IRA - 7852,M&T BANK CORP,MTB,55261F104,1,2024-10-11 00:00:00,Short,2025-07-25 00:00:00,183.89,0,183.89,183.89,192.56,8.67,4.714775137310348,0,,
Portfolio Management - 0827,M&T BANK CORP,MTB,55261F104,34,2024-10-10 00:00:00,Short,2025-06-09 00:00:00,177.84324,0,6046.67,6046.67,6294.08,247.41,4.091673598856892,0,C,
Portfolio Management - 0827,MARTIN MARIETTA MATERIALS,MLM,573284106,3,2025-02-26 00:00:00,Short,2025-11-05 00:00:00,496.61333,0,1489.84,1489.84,1879.47,389.63,26.152472748751546,0,C,
Portfolio Management - 0827,MARTIN MARIETTA MATERIALS,MLM,573284106,11,2025-02-26 00:00:00,Short,2025-06-09 00:00:00,496.61545,0,5462.77,5462.77,6132.28,669.51,12.255870190397912,0,C,
Portfolio Management - 0827,MASTERCARD INC CL A,MA,57636Q104,16,2020-03-18 00:00:00,Long,2025-06-09 00:00:00,219.15625,0,3506.5,3506.5,9376.62,5870.12,167.40681591330386,0,C,
Portfolio Management - 0827,MICROSOFT CORP,MSFT,594918104,30,2020-03-18 00:00:00,Long,2025-06-09 00:00:00,140.885,0,4226.55,4226.55,14176.25,9949.7,235.40949474157406,0,C,
Portfolio Management - 0827,MICROSOFT CORP,MSFT,594918104,10,2022-02-24 00:00:00,Long,2025-06-09 00:00:00,281.028,0,2810.28,2810.28,4725.41,1915.13,68.14730204819449,0,C,
Portfolio Management - 0827,MICROSOFT CORP,MSFT,594918104,34,2022-03-23 00:00:00,Long,2025-06-09 00:00:00,300.71912,0,10224.45,10224.45,16066.42,5841.97,57.1372543266386,0,C,
Portfolio Management IRA - 7350,MONDELEZ INTL INC COM,MDLZ,609207105,25,2018-07-30 00:00:00,Long,2025-02-26 00:00:00,42.8872,0,1072.18,1072.18,1592.05,519.87,48.48719431438751,0,,
Portfolio Management IRA - 7350,MONDELEZ INTL INC COM,MDLZ,609207105,8,2018-10-02 00:00:00,Long,2025-02-26 00:00:00,43.4075,0,347.26,347.26,509.45,162.19,46.70563842653919,0,,
Portfolio Management IRA - 7350,MONDELEZ INTL INC COM,MDLZ,609207105,35,2021-07-19 00:00:00,Long,2025-02-26 00:00:00,63.6,0,2226,2226,2228.87,2.87,0.1289308176100629,0,,
Portfolio Management IRA - 7350,MONDELEZ INTL INC COM,MDLZ,609207105,47,2021-09-07 00:00:00,Long,2025-02-26 00:00:00,60.64511,0,2850.32,2850.32,2993.06,142.74,5.007858766734963,0,,
Portfolio Management IRA - 7350,MONDELEZ INTL INC COM,MDLZ,609207105,2,2023-04-13 00:00:00,Long,2025-02-26 00:00:00,70,0,140,140,127.36,-12.64,-9.028571428571428,0,,
Portfolio Management IRA - 7854,MONDELEZ INTL INC COM,MDLZ,609207105,135,2018-07-30 00:00:00,Long,2025-02-26 00:00:00,42.88681,0,5789.72,5789.72,8597.07,2807.35,48.48852794262935,0,,
Portfolio Management IRA - 7854,MONDELEZ INTL INC COM,MDLZ,609207105,19,2019-01-16 00:00:00,Long,2025-02-26 00:00:00,42.57,0,808.83,808.83,1209.96,401.13,49.59385779459219,0,,
Portfolio Management IRA - 7854,MONDELEZ INTL INC COM,MDLZ,609207105,64,2019-03-05 00:00:00,Long,2025-02-26 00:00:00,46.93688,0,3003.96,3003.96,4075.65,1071.69,35.675907801701754,0,,
Portfolio Management IRA - 7854,MONDELEZ INTL INC COM,MDLZ,609207105,8,2020-05-12 00:00:00,Long,2025-02-26 00:00:00,51.03875,0,408.31,408.31,509.46,101.15,24.772844162523572,0,,
Portfolio Management IRA - 7854,MONDELEZ INTL INC COM,MDLZ,609207105,229,2021-07-19 00:00:00,Long,2025-02-26 00:00:00,63.6,0,14564.4,14564.4,14583.18,18.78,0.1289445497239845,0,,
Portfolio Management IRA - 7854,MONDELEZ INTL INC COM,MDLZ,609207105,36,2021-09-02 00:00:00,Long,2025-02-26 00:00:00,62.17,0,2238.12,2238.12,2292.55,54.43,2.4319518167033047,0,,
Portfolio Management IRA - 7854,MONDELEZ INTL INC COM,MDLZ,609207105,5,2023-04-13 00:00:00,Long,2025-02-26 00:00:00,70,0,350,350,318.41,-31.59,-9.025714285714285,0,,
Portfolio Management - 0827,MONDELEZ INTL INC COM,MDLZ,609207105,41,2018-07-30 00:00:00,Long,2025-02-26 00:00:00,42.87,0,1757.67,1757.67,2610.96,853.29,48.54665551554046,0,C,
Portfolio Management - 0827,MONDELEZ INTL INC COM,MDLZ,609207105,141,2018-09-26 00:00:00,Long,2025-02-26 00:00:00,43.41901,0,6122.08,6122.08,8979.17,2857.09,46.668615895251286,0,C,
Portfolio Management - 0827,MONDELEZ INTL INC COM,MDLZ,609207105,13,2019-03-11 00:00:00,Long,2025-02-26 00:00:00,47.10692,0,612.39,612.39,827.86,215.47,35.1850944659449,0,C,
Portfolio Management - 0827,MONDELEZ INTL INC COM,MDLZ,609207105,18,2020-01-07 00:00:00,Long,2025-02-26 00:00:00,53.725,0,967.05,967.05,1146.28,179.23,18.53368491804974,0,C,
Portfolio Management IRA - 7852,NEXTERA ENERGY INC,NEE,65339F101,1,2023-07-12 00:00:00,Long,2025-07-25 00:00:00,72.42,0,72.42,72.42,71.45,-0.97,-1.339409003037835,0,,
Portfolio Management - 0827,NEXTERA ENERGY INC,NEE,65339F101,28,2020-01-07 00:00:00,Long,2025-06-09 00:00:00,60.41357,0,1691.58,1691.58,2025.84,334.26,19.760224169119994,0,C,
Portfolio Management - 0827,NEXTERA ENERGY INC,NEE,65339F101,81,2023-07-11 00:00:00,Long,2025-06-09 00:00:00,71.6463,0,5803.35,5803.35,5860.47,57.12,0.9842590917315,0,C,
Portfolio Management IRA - 7854,NVIDIA CORPORATION,NVDA,67066G104,6,2019-03-05 00:00:00,Long,2025-11-10 00:00:00,3.88,0,23.28,23.28,1172.04,1148.76,4934.5360824742265,0,,
Portfolio Management - 0827,NVIDIA CORPORATION,NVDA,67066G104,4,2019-01-16 00:00:00,Long,2025-11-10 00:00:00,3.745,0,14.98,14.98,781.36,766.38,5116.021361815754,0,C,
